-0.36343822,0.87349993,0.17095381,-0.23534055,-0.5642825,-0.50400096,-0.41386104,-0.7717919,-0.9359395,-0.5524717,-0.87898123,-1.2202201,-0.7241288,-0.6926881,-0.72413355,0.26434323,-1.1598637,-0.7672799,-0.8930435,-0.9475179
-0.44165704,0.8362532,0.23107617,-0.35862985,-0.52736455,-0.43434608,-0.2757404,-0.8229134,-0.9602675,-0.46470264,-0.83763915,-1.2626193,-0.7140648,-0.8105896,-0.80346465,0.18996227,-1.1989816,-0.7844827,-0.84665215,-0.8036439
-1.7084256,1.854319,2.1529326,4.150044,3.3974266,1.5376649,2.4109278,-0.0048954147,-3.619839,-4.890429,-7.1225886,-0.55924314,2.3616018,-4.043638,-5.0011473,-5.039287,-5.5369473,-9.2308,-7.1991158,-5.2364025
-0.063435525,0.5992901,-0.3059564,-0.66749644,-0.68944705,-0.5964288,-0.5351432,-0.62606645,-0.8907736,-0.49821964,-0.6688358,-1.0661994,-0.7223159,-0.81120086,-0.85515994,0.14192858,-0.96671164,-0.9007469,-0.78276116,-0.99397725
-0.41019785,0.8534364,0.2907229,-0.43319702,-0.52751774,-0.48077604,-0.26140982,-0.74943817,-0.9951795,-0.46840003,-0.7689809,-1.3279169,-0.46084705,-0.8037929,-0.5189365,-0.022489514,-1.1345181,-0.94320977,-0.8722624,-0.8497669
-0.9234162,0.8287836,0.925969,0.07977936,-0.49581733,-0.61502784,-0.4492106,-0.914164,-1.1130602,-0.6021634,-1.0600419,-1.5801364,-0.86071485,-1.0918871,-1.1507013,0.15210341,-1.3396549,-1.1014853,-1.1656871,-1.2669754
-0.5460058,0.80110085,1.1883757,-0.3635954,-0.38232225,-0.6281171,-0.15737571,-0.73401725,-1.0213183,-0.2941482,-0.83605796,-1.4359092,-0.6635055,-0.8625131,-0.8100326,-0.8790546,-1.3250489,-0.86468494,-0.86256915,-1.1092546
-0.5601531,0.8274968,0.28486708,-0.20663074,-0.31214696,-0.5514754,-0.2567961,-0.7177914,-0.9274099,-0.46129742,-0.99279183,-1.3562416,-0.66305333,-0.88080627,-0.46469766,0.18889952,-1.1362469,-0.9458725,-0.87288904,-0.8728078
1.2874702,-0.6954385,-4.036212,-5.023297,-3.3651102,-5.840592,-7.019157,-5.1308312,-7.8002553,-6.514192,-7.604847,-6.368983,-8.000892,-1.659811,-7.8535113,3.5635998,-2.6570554,1.8852682,1.63192,2.5508313
-0.93516755,0.83461046,0.7375494,-0.07557746,-0.5133498,-0.6527686,-0.28652045,-0.777312,-1.0620575,-0.5399506,-1.1240681,-1.4964223,-0.80680686,-0.9048182,-1.134883,0.38723537,-1.392856,-1.0628381,-1.121585,-1.2005349
1.835621,-1.3422676,-4.0124936,-4.9697137,-4.396489,2.5596666,-3.883031,-1.5711838,-3.2949662,1.2518494,3.0050495,-4.907373,-2.363307,-2.8725767,4.9335804,-4.399066,-2.4734285,-5.7601876,-2.1319404,-0.7774108
-0.8349538,0.8699868,0.91556174,-0.054731756,-0.5716317,-0.684081,-0.55903435,-0.92722017,-1.2503427,-0.68266356,-1.153661,-1.5716197,-0.81421196,-1.0039928,-1.187964,-0.38615376,-1.3919166,-1.1208407,-1.0778564,-1.1604327
-0.8761731,0.8764313,0.7649677,-0.2227077,-0.54182476,-0.5426815,-0.44506052,-0.9865142,-1.1335201,-0.57912916,-1.1616638,-1.5983499,-0.9795372,-1.0101125,-1.1221714,-0.37339887,-1.4621441,-1.1065614,-1.1037792,-1.1988096
-0.3543366,0.8134905,0.31406218,-0.32548895,-0.61506206,-0.63189954,-0.33319345,-0.63694394,-0.90274894,-0.58097875,-0.91106445,-1.0633575,-0.80378383,-0.72455126,-0.5944702,-0.34645584,-1.0855329,-0.8045582,-0.7872558,-0.84598887
-0.9497703,0.9225946,0.64232737,-0.06516581,-0.57674617,-0.78938574,-0.2889959,-0.97546506,-1.2430122,-0.7621951,-1.204039,-1.5197997,-0.91248345,-1.0695024,-1.4167114,-0.029129364,-1.3514243,-1.13045,-1.1339926,-1.2857308
-0.08568429,0.5126235,0.057805534,-0.55316746,-0.5545026,-0.67303944,-0.15756573,-0.63076276,-1.0299448,-0.6363502,-0.9373232,-1.2642542,-0.6607422,-0.7637049,-0.82992333,-0.8190284,-1.1881392,-0.9230954,-0.832844,-1.0291245
-0.90202844,0.89244545,0.82843477,0.05535175,-0.5366198,-0.57155126,-0.4969514,-0.9386075,-1.1325742,-0.62652737,-1.1741529,-1.6382139,-0.9662177,-1.0525162,-1.1984329,0.15165178,-1.4423522,-1.0592203,-1.095633,-1.1886917
-0.60821587,0.64351666,3.8249981,0.16366416,-2.7097492,-1.148582,-3.256601,-1.6116583,-1.0632521,1.6706994,-1.5448093,-1.7423393,-1.9329487,-1.314219,-1.3523806,-0.9276179,1.2412963,-1.3622415,-1.3559797,-1.0287384
-0.3840253,0.87062204,0.39528963,-0.49208868,-0.58804655,-0.5971867,-0.1526249,-0.65301543,-0.95955336,-0.46149534,-0.7851134,-1.3132623,-0.70814234,-0.76524824,-0.70004445,0.016408859,-1.1175094,-0.9881963,-0.836007,-1.0568192
-0.9422198,0.8917817,0.75684875,-0.14805387,-0.55100805,-0.5589045,-0.32777312,-0.91559386,-1.1866344,-0.78708446,-1.1455058,-1.5114323,-0.91436225,-1.1181026,-1.2452751,-0.17492042,-1.5213971,-1.1290846,-1.0592928,-1.3692894
0.8106675,-0.3789033,-0.25240365,-0.5832168,-0.83160335,-1.4629431,-0.6721961,-0.6827729,-0.9112654,-0.8064125,-1.0467086,-1.1612178,-0.6079061,-1.8868397,-1.5549749,0.16198039,-1.5192562,-1.9773334,-2.1128442,-1.2989494
-0.88850987,0.84362185,0.9693754,0.14782491,-0.5159741,-0.6353049,-0.5466659,-0.91059035,-1.231553,-0.679843,-1.1560409,-1.4956701,-1.2013226,-1.036782,-0.99853927,-0.64544076,-1.438564,-1.1215892,-1.0869762,-1.17256
-0.90440756,0.84782666,0.95394105,0.03082114,-0.35078642,-0.3715341,-0.38353348,-0.70971704,-1.1321245,-0.5820185,-0.9538559,-1.5007777,-0.84973484,-0.8608141,-1.0823525,-0.1703843,-1.3648963,-1.1956555,-1.1378154,-1.1172382
-0.82362527,0.86082745,0.7917853,-0.12716135,-0.5957561,-0.6930874,-0.49079937,-0.8771711,-1.1800276,-0.76953197,-1.132705,-1.5173323,-1.0216113,-1.0025626,-1.0925294,-0.16342984,-1.3999203,-1.0851787,-1.0982119,-1.1875912
0.33191842,0.2395957,-0.28037658,-0.5213297,-0.7463915,-0.8203818,-0.552948,-0.85894275,-1.020424,-0.68466765,-1.0798591,-1.282716,-0.65239924,-0.9868932,-0.9800631,-0.90671337,-1.190597,-1.034651,-1.0371978,-1.7040415
-0.3129239,0.8155726,0.42651877,-0.30590522,-0.40420738,-0.61004114,-0.2616188,-0.7165161,-0.86902463,-0.5047722,-0.9249034,-1.0848466,-0.7343704,-0.7652432,-0.5890666,-0.5946419,-1.0743687,-0.8941363,-0.8474836,-0.8262454
-0.93327385,0.9050037,0.7855837,-0.16264413,-0.52531177,-0.62813205,-0.3253533,-0.8323645,-1.1962401,-0.665479,-1.1239448,-1.6280825,-1.019087,-1.0229025,-1.3303908,0.08074267,-1.4722791,-1.1789604,-1.2120672,-1.1655957
-0.6098278,1.0630177,-0.19091186,-0.50873554,-0.7383519,-0.8816214,0.3071139,-0.69163984,-0.9295201,-0.5244896,-0.79908353,-1.499262,-0.8817506,-0.9517728,-1.0839092,0.35781398,-1.3649864,-0.9625757,-1.0546619,-1.001504
-0.83844507,0.8549247,0.9366365,-0.0010536545,-0.4283642,-0.5621123,-0.43640342,-0.886573,-1.133931,-0.7079326,-1.1629521,-1.5584178,-0.8917185,-0.9747879,-0.9952589,-0.65450346,-1.3708768,-1.1560825,-1.1492193,-1.0126259
-0.33808956,0.8716268,0.363724,-0.38784835,-0.6560585,-0.5318107,-0.25348812,-0.6836615,-0.90747386,-0.55248743,-0.7736913,-1.2505176,-0.66527456,-0.72652674,-0.7620834,-0.013631591,-1.0546032,-0.8182335,-0.74248815,-0.936816
-0.24764156,0.75764245,0.2042795,-0.45625344,-0.49278054,-0.5748404,-0.45303306,-0.7394581,-0.92445445,-0.6015034,-0.7185421,-1.2678486,-0.63750136,-0.8608589,-0.5983279,-0.060755998,-1.084626,-0.8218949,-0.8697016,-0.9172671
-0.91254056,0.91283196,0.7743398,0.045342814,-0.47510433,-0.7309505,-0.60400504,-0.94220245,-1.1840031,-0.79497516,-1.1889036,-1.6867487,-1.0443692,-1.0103362,-1.2465128,0.35962558,-1.5115843,-1.1004466,-1.1831998,-1.3359677
-0.57284164,0.8556201,0.5355179,-0.3600226,-0.39337176,-0.48012596,-0.16325854,-0.671244,-0.9511067,-0.5758122,-0.7826256,-1.3906935,-0.5930838,-0.89147455,-0.5435386,-0.017147014,-1.0711513,-0.9222058,-0.92185616,-0.91320944
-0.75329363,0.91807646,0.81712687,-0.07895852,-0.45074102,-0.6107303,-0.34867594,-0.63593364,-1.1166077,-0.6077088,-0.91476023,-1.6329048,-0.8417838,-0.98896515,-0.91146946,-0.04951058,-1.35856,-1.047502,-1.057395,-1.148876
-0.8833756,0.84801894,0.9490497,0.17443871,-0.48508656,-0.45069766,-0.3810863,-0.9004804,-1.1615226,-0.663565,-1.1776205,-1.6119112,-0.8415074,-0.94379336,-1.0828474,-0.39318964,-1.390874,-1.0650918,-1.0694177,-1.2038563
-0.42132804,0.82466626,0.43672872,-0.32957664,-0.6692214,-0.6086887,-0.18389016,-0.66079414,-0.9434462,-0.5808002,-0.70125616,-1.2481486,-0.58333105,-0.64372784,-0.7110476,0.22783262,-1.084905,-0.88040656,-0.89049536,-0.9566904
-0.9175525,0.8413445,0.90491223,0.026737507,-0.3473941,-0.47638965,-0.30376947,-0.770969,-1.0985554,-0.35811463,-1.0528864,-1.541947,-0.86854947,-0.9231274,-1.077786,-0.28913173,-1.4924865,-1.1260719,-1.1411769,-1.1622225
0.044146813,0.5158656,-0.36238763,-0.61912715,-0.59622186,-0.70293236,-0.30474353,-0.7196347,-0.88910013,-0.52606183,-0.9066074,-1.1996794,-0.81264263,-0.86051047,-0.8989865,0.23616113,-1.1589187,-0.9727585,-0.9067014,-0.93341357
-0.40052277,0.8740429,0.1053731,-0.44238332,-0.55826324,-0.56962717,-0.0933288,-0.67056847,-0.9987608,-0.3168492,-0.87714404,-1.3519893,-0.638181,-0.7763788,-0.8827802,0.39603388,-1.0264152,-0.84267384,-0.8791103,-1.0111102
-0.90598303,0.8671776,0.78686285,-0.050734304,-0.6411564,-0.61453843,-0.5037161,-0.81181204,-1.1513636,-0.72275424,-1.0782448,-1.6459011,-0.97563374,-1.0825102,-1.0942347,0.030204222,-1.3245705,-1.0535119,-1.1258113,-1.3094167
-0.93009114,0.85385656,0.8685156,0.1616981,-0.5298058,-0.6174843,-0.4261327,-0.84307027,-1.1835055,-0.67839557,-0.97508335,-1.6072612,-1.0117196,-1.0011544,-1.1861213,-0.12657201,-1.4933546,-1.1719747,-0.9793642,-1.1899203
-0.21726757,0.74823517,0.17601842,-0.4573005,-0.5066611,-0.6088234,-0.31318367,-0.6793232,-0.85104537,-0.45628124,-0.8411911,-1.2163289,-0.68987995,-0.8052306,-0.7741279,-0.84725714,-1.1837591,-0.9012879,-0.8751925,-0.88549495
-0.89121825,0.87755865,0.797873,-0.094210185,-0.56063956,-0.6525282,-0.4594499,-0.92070955,-1.1677464,-0.6490595,-1.0956442,-1.5432005,-1.1310415,-1.1247859,-1.060891,0.17591687,-1.5003022,-1.1030154,-1.1586248,-1.3001273
-0.62071186,0.9979577,0.50111455,-0.26765096,-0.5136864,-0.84971637,-0.3907813,-0.71239483,-1.0511649,-0.5355651,-1.0230113,-1.4464809,-0.6066766,-0.93789226,-0.80902165,0.11704429,-1.4096385,-1.0103974,-0.9447205,-1.0529333
-0.8621287,0.9482408,0.74866515,-0.068619035,-0.68523556,-0.7011662,-0.39513606,-0.88606083,-1.3328196,-0.7601811,-1.25309,-1.6460022,-0.9945853,-1.0878088,-1.3800534,0.30226204,-1.5680101,-1.1740537,-1.2537954,-1.3863215
-0.94757414,0.8615162,0.8509569,0.09306244,-0.4156085,-0.6805272,-0.37910464,-0.8817177,-1.1728129,-0.7331089,-1.0553846,-1.5211554,-0.9933579,-1.1025836,-1.2736999,-0.44114038,-1.5668812,-1.1168666,-1.0467737,-1.2317435
0.21507224,0.24629796,-0.055333298,-0.59317863,-0.6574728,-0.7624836,-0.34426987,-0.6273189,-0.9405699,-0.6449318,-0.91592157,-1.0487901,-0.5665249,-0.8244211,-0.8742079,-1.1844457,-1.0886468,-0.9609297,-0.8704871,-0.5660855
-0.22864935,0.739704,0.16730008,-0.4538231,-0.43040806,-0.6617895,-0.41098294,-0.6852751,-0.8932261,-0.5243245,-0.8197923,-1.1397012,-0.7130805,-0.7511438,-0.7396194,-0.4567426,-1.0373163,-0.88684887,-0.900647,-0.82324225
-0.9164264,0.853847,0.9274663,0.08772655,-0.39300543,-0.43216595,-0.49031788,-0.87797946,-1.1793699,-0.7001333,-1.1560881,-1.4723687,-1.0286027,-1.0286506,-1.0737356,-0.2864548,-1.4276392,-1.0225928,-1.0590429,-1.1926242
0.23517492,0.1827398,-0.11231682,-0.4844514,-0.5128035,-0.7085375,-0.4715161,-0.773304,-1.0048395,-0.4074816,-0.9659056,-1.2158077,-0.51154774,-0.86158186,-0.850825,-1.2942477,-1.0975938,-0.91671497,-1.04553,-0.6914965
